dataset_index,speaker,age,gender,expected_text,accuracy,wpm,duration,words_expected,words_spoken,words_correct,omissions,substitutions,insertions,repetitions,omission_rate,substitution_rate,insertion_rate,repetition_rate,total_error_rate,word_count_difference,spoken_expected_ratio,language_probability,mean_avg_logprob,mean_error_confidence,average_word_duration,average_pause_duration,max_pause_duration,long_pause_count,mean_word_confidence,low_confidence_word_rate,rms_mean,rms_std,spectral_centroid_mean,zero_crossing_rate_mean,expert_accuracy,expert_completeness,expert_fluency,expert_prosodic,expert_total
10,0001,6,m,LET'S GO TO THE RESTROOM,1.0,138.88888888888889,2.16,5,5,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,-0.41093748807907104,0.0,0.396,0.0,0.0,0,0.96083984375,0.0,0.08184497058391571,0.08277583122253418,2321.704577351751,0.1719788896276596,9,10.0,9,9,9
11,0001,6,m,THEN MIKE WALKS TO COFFEE,1.0,120.0,2.5,5,5,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,-0.7070312619209289,0.0,0.40800000000000003,0.07,0.28,0,0.673388671875,0.4,0.05764525383710861,0.061644259840250015,2244.6912743646203,0.1832604041466346,9,10.0,9,9,8
12,0001,6,m,SO MARY WENT ON TO STUDY,1.0,138.996138996139,2.59,6,6,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,-0.49101564288139343,0.0,0.39666666666666667,0.0,0.0,0,0.8916422526041666,0.16666666666666666,0.0875726044178009,0.0755641758441925,2132.6430083186383,0.16293990946261683,9,10.0,9,9,9
13,0001,6,m,KATE GOT THE TOMATO,0.5,118.22660098522168,2.03,4,4,2,0,2,0,0,0.0,0.5,0.0,0.0,0.5,0,1.0,1.0,-0.8141741241727557,0.4430050434792702,0.43999999999999995,0.0,0.0,0,0.4141998291015625,0.75,0.06669866293668747,0.07033153623342514,2032.775825812321,0.13544170673076922,8,10.0,8,8,8
14,0001,6,m,TINA LOVES EGGPLANT,1.0,84.50704225352113,2.13,3,3,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,-0.6780133928571429,0.0,0.64,0.0,0.0,0,0.85302734375,0.0,0.06161978840827942,0.06444628536701202,2513.0390222695864,0.2042369275990099,8,10.0,9,9,8
15,0001,6,m,DORA IS NOT A CLEANER,0.8,122.95081967213116,2.44,5,5,4,0,1,0,0,0.0,0.2,0.0,0.0,0.2,0,1.0,1.0,-0.4585937440395355,0.632172016388187,0.376,0.0,0.0,0,0.884033203125,0.0,0.130267933011055,0.11423563212156296,1892.9313910671676,0.1345543494591346,8,10.0,9,9,8
16,0001,6,m,MARK LIVED IN NEW YORK,1.0,111.52416356877325,2.69,5,5,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,-0.6840277777777778,0.0,0.496,0.0,0.0,0,0.7215087890625,0.4,0.07208860665559769,0.07558011263608932,1860.8685791421258,0.129052734375,9,10.0,9,9,9
17,0001,6,m,BOB LIVES IN CAIRO NOW,0.8,116.27906976744185,2.58,5,5,4,0,1,0,0,0.0,0.2,0.0,0.0,0.2,0,1.0,1.0,-0.6974431601437655,0.4978566174683095,0.4680000000000001,0.0,0.0,0,0.788720703125,0.4,0.07636958360671997,0.07987865805625916,2005.58794578458,0.15670035649271843,8,10.0,9,8,8
18,0001,6,m,BYE,1.0,74.07407407407406,0.81,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,-0.45234375,0.0,0.22000000000000008,0.0,0.0,0,0.919921875,0.0,0.04574327915906906,0.06934922933578491,2203.0057179200207,0.14547096108490565,10,10.0,10,10,10
19,0001,6,m,TREES,1.0,56.60377358490566,1.06,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,-0.6787109524011612,0.0,1.06,0.0,0.0,0,0.54150390625,1.0,0.05151834711432457,0.07960883527994156,2578.912533114804,0.23397686298076922,9,10.0,10,9,9
20,0005,6,m,MIKE LIKES THE WHITE ONE,1.0,80.64516129032258,3.72,5,5,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,-0.4743923611111111,0.0,0.728,0.0,0.0,0,0.85380859375,0.2,0.07561683654785156,0.06380830705165863,2363.7262335382734,0.19096105238970587,8,10.0,6,7,7
21,0005,6,m,ITS NAME IS SAY,0.5,103.44827586206898,2.32,4,4,2,0,2,0,0,0.0,0.5,0.0,0.0,0.5,0,1.0,1.0,-0.5200195163488388,0.5945089452130105,0.5349999999999999,0.0,0.0,0,0.6626739501953125,0.25,0.07033378630876541,0.06611368060112,2521.932161712084,0.22455342610677084,7,10.0,7,7,7
22,0005,6,m,BILLY LOVES AMERICA,1.0,65.45454545454545,2.75,3,3,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,-0.6835937670298985,0.0,0.8466666666666667,0.0,0.0,0,0.7535807291666666,0.0,0.058950647711753845,0.05104609206318855,2111.685886958594,0.16405436197916667,7,10.0,6,6,6
23,0005,6,m,TWO TWO EIGHT SEVEN,0.0,36.36363636363637,1.65,4,1,0,3,1,0,0,0.75,0.25,0.0,0.0,1.0,-3,0.25,1.0,-0.454296875,0.6348942210431604,1.44,0.0,0.0,0,0.744873046875,0.0,0.027218397706747055,0.026687683537602425,2645.512342013185,0.21886923146802326,8,10.0,8,8,8
24,0005,6,m,FOUR FIVE FOUR SEVEN,0.0,114.28571428571428,2.1,4,4,0,0,4,0,0,0.0,1.0,0.0,0.0,1.0,0,1.0,1.0,-0.4402343720197678,0.643885494653485,0.44500000000000006,0.07999999999999996,0.11999999999999988,0,0.74951171875,0.25,0.016421539708971977,0.014108804985880852,3066.7724688470676,0.3170247395833333,7,10.0,8,7,7
25,0005,6,m,FIVE THREE NINE ZERO,0.0,28.436018957345972,2.11,4,1,0,3,1,0,0,0.75,0.25,0.0,0.0,1.0,-3,0.25,1.0,-0.6477864583333334,0.523202626735236,1.9999999999999998,0.0,0.0,0,0.4026692708333333,1.0,0.022999176755547523,0.016527632251381874,2852.7107665714175,0.24292272808908047,8,10.0,8,7,8
26,0005,6,m,SIX FIVE THREE,0.0,115.38461538461537,1.56,3,3,0,0,3,0,0,0.0,1.0,0.0,0.0,1.0,0,1.0,1.0,-0.4553222432732582,0.6342435542955557,0.52,0.0,0.0,0,0.6264241536458334,0.3333333333333333,0.030496180057525635,0.027066389098763466,3345.119639138576,0.3434817891725352,7,10.0,8,7,7
27,0005,6,m,TWO FIVE EIGHT,0.0,43.47826086956522,1.38,3,1,0,2,1,0,0,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,-2,0.3333333333333333,1.0,-0.46796875,0.6262730943859613,1.2999999999999998,0.0,0.0,0,0.6829833984375,0.0,0.026885896921157837,0.03092457726597786,2731.954290132847,0.26491808535447764,7,10.0,9,8,7
28,0005,6,m,WE LESS MEAT,0.0,146.34146341463415,1.64,3,4,0,0,3,1,0,0.0,1.0,0.3333333333333333,0.0,1.3333333333333333,1,1.3333333333333333,1.0,-0.7572544813156128,0.46895217814255236,0.375,0.0,0.0,0,0.4479522705078125,0.5,0.030841419473290443,0.02865603007376194,2833.346895179322,0.2645717075892857,9,10.0,8,8,8
29,0005,6,m,DOSE MIKE LIKE THE HAMBURGER,0.4,109.0909090909091,2.75,5,5,2,0,3,0,0,0.0,0.6,0.0,0.0,0.6,0,1.0,1.0,-1.0039062023162841,0.36644523262424517,0.40800000000000003,0.15000000000000002,0.6000000000000001,0,0.5273193359375,0.6,0.01591913402080536,0.01094641350209713,2763.238491259828,0.23611828512396693,7,10.0,7,6,7
30,0005,6,m,ANNIE WANT HAVE SOME PRETTIES,0.6,109.375,3.84,5,7,3,0,2,2,0,0.0,0.4,0.4,0.0,0.8,2,1.4,1.0,-0.6231970970447247,0.5362273233760246,0.5,0.0,0.0,0,0.719999767485119,0.2857142857142857,0.020488491281867027,0.013784490525722504,2980.526835676324,0.2588726723030822,7,10.0,6,6,6
31,0005,6,m,KATE'S GOT SOME GREY,0.0,131.14754098360655,1.83,4,4,0,0,4,0,0,0.0,1.0,0.0,0.0,1.0,0,1.0,1.0,-0.7725694444444444,0.46182490906342977,0.405,0.0,0.0,0,0.5123367309570312,0.75,0.05636003986001015,0.07987233996391296,2970.300175973725,0.3058796672077922,6,7.5,7,7,5
32,0005,6,m,LOOK AT JOHN'S SWEATER,0.75,135.59322033898303,1.77,4,4,3,0,1,0,0,0.0,0.25,0.0,0.0,0.25,0,1.0,1.0,-0.44614955357142855,0.6400880374510696,0.41500000000000004,0.0,0.0,0,0.64056396484375,0.25,0.048363637179136276,0.042483851313591,2903.896239438884,0.26397772149725274,7,10.0,6,7,7
33,0005,6,m,TIM HAS A BEAUTIFUL TELL,0.8,136.986301369863,2.19,5,5,4,0,1,0,0,0.0,0.2,0.0,0.0,0.2,0,1.0,1.0,-0.7951388888888888,0.45151851966195805,0.41600000000000004,0.0,0.0,0,0.73973388671875,0.2,0.05468713492155075,0.04963384196162224,2329.451322343391,0.18492296006944445,7,10.0,8,6,7
34,0005,6,m,JIM LIKES YOUR BLUE SHORE,0.0,101.69491525423729,2.36,5,4,0,1,4,0,0,0.2,0.8,0.0,0.0,1.0,-1,0.8,1.0,-1.0514322519302368,0.3494369088448636,0.43200000000000005,0.02999999999999997,0.11999999999999988,0,0.40921630859375,0.8,0.08905733376741409,0.07095181941986084,2431.584664403727,0.195068359375,8,10.0,8,7,7
35,0005,6,m,ANNIE WENT WALKING THEM PARK,0.2,96.15384615384615,3.12,5,5,1,0,4,0,0,0.0,0.8,0.0,0.0,0.8,0,1.0,1.0,-0.8650173611111112,0.4210442427679863,0.596,0.0,0.0,0,0.562109375,0.6,0.015314804390072823,0.01207040622830391,2697.0797620788403,0.21411331300813008,8,10.0,8,6,7
36,0005,6,m,LAYLA CAN SEE THE HOMETOWN,0.2,142.37288135593218,2.95,5,7,1,0,4,2,0,0.0,0.8,0.4,0.0,1.2,2,1.4,1.0,-0.9166666666666666,0.39984965434484737,0.35714285714285715,0.04,0.24,0,0.46518380301339285,0.5714285714285714,0.050867561250925064,0.0458848811686039,2334.9001520225347,0.17367989676339285,6,10.0,7,6,5
37,0005,6,m,SO TINA WENT ON TO WASHROOM,0.6666666666666666,77.12082262210797,3.89,6,5,4,1,1,0,0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.3333333333333333,-1,0.8333333333333334,1.0,-0.5390625108372081,0.5832948287098905,0.736,0.0,0.0,0,0.82598876953125,0.2,0.049259159713983536,0.035193491727113724,2219.2917562347593,0.17034661279965754,6,10.0,6,5,5
38,0005,6,m,ALL WITH HIM,0.3333333333333333,129.49640287769785,1.39,3,3,1,0,2,0,0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0,1.0,1.0,-0.6085069444444444,0.544162728032634,0.38666666666666666,0.06,0.12,0,0.6494954427083334,0.3333333333333333,0.04091528430581093,0.04430938884615898,2100.9032819696467,0.1706022669057377,8,10.0,7,6,7
39,0005,6,m,GOOD JOB,0.5,171.42857142857142,1.05,2,3,1,0,1,1,0,0.0,0.5,0.5,0.0,1.0,1,1.5,1.0,-0.6204427282015482,0.5377063271342826,0.31333333333333335,0.0,0.0,0,0.3634847005208333,0.6666666666666666,0.04602951928973198,0.06335941702127457,2378.852774473473,0.162060546875,9,10.0,9,7,8
40,0006,6,f,JAYME IS GOING TO SEE HEN,0.6666666666666666,135.8490566037736,2.65,6,6,4,0,2,0,0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0,1.0,1.0,-0.4976562559604645,0.6079538795110953,0.39666666666666667,0.0,0.0,0,0.8609212239583334,0.16666666666666666,0.038403335958719254,0.03018943965435028,2939.3703218376595,0.2245154747596154,9,10.0,9,9,9
41,0006,6,f,DORA IS COME FROM JAPAN,1.0,123.96694214876034,2.42,5,5,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,-0.4523437678813934,0.0,0.43599999999999994,0.0,0.0,0,0.909228515625,0.0,0.03860841691493988,0.034297168254852295,2481.475753494373,0.18965418198529413,9,10.0,9,8,8
42,0006,6,f,SIX ONE SIX ZERO,0.0,102.12765957446808,2.35,4,4,0,0,4,0,0,0.0,1.0,0.0,0.0,1.0,0,1.0,1.0,-0.5256696428571429,0.5911593661459501,0.535,0.0,0.0,0,0.6552734375,0.5,0.042139939963817596,0.037697579711675644,3302.1383558404023,0.30670907564252337,9,10.0,9,9,9
43,0006,6,f,FIVE TWO FOUR SEVEN,0.0,97.165991902834,2.47,4,4,0,0,4,0,0,0.0,1.0,0.0,0.0,1.0,0,1.0,1.0,-0.48046876083720813,0.618493398359443,0.4700000000000001,0.07333333333333332,0.1399999999999999,0,0.8514404296875,0.25,0.055126890540122986,0.054949965327978134,2756.199793641026,0.2327904794730392,9,10.0,9,9,9
44,0006,6,f,ZERO THREE FIVE,0.0,30.150753768844226,1.99,3,1,0,2,1,0,0,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,-2,0.3333333333333333,1.0,-0.693359375,0.4998939140357966,1.78,0.0,0.0,0,0.7264404296875,0.0,0.0576862208545208,0.06258596479892731,2483.9686687976264,0.19166035554846939,8,10.0,9,9,8
45,0006,6,f,PHONE PARTS TICKETS,1.0,85.71428571428571,2.1,3,3,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,-0.6188615901129586,0.0,0.5866666666666667,0.0,0.0,0,0.7344563802083334,0.3333333333333333,0.06187406927347183,0.06124125048518181,3365.8742509828135,0.308056091994382,10,10.0,9,9,9
46,0006,6,f,ANN ATE A LITTLE DOG,0.6,130.43478260869566,2.3,5,5,3,0,2,0,0,0.0,0.4,0.0,0.0,0.4,0,1.0,1.0,-0.6470170346173373,0.5236053461555861,0.372,0.04999999999999999,0.19999999999999996,0,0.756591796875,0.2,0.0641193613409996,0.05897808074951172,2522.9661232706458,0.1754608154296875,9,10.0,9,9,9
47,0006,6,f,DOES LAYLA LIKE THE JAM,0.8,132.74336283185843,2.26,5,5,4,0,1,0,0,0.0,0.2,0.0,0.0,0.2,0,1.0,1.0,-0.488671875,0.6134405791642259,0.4039999999999999,0.0,0.0,0,0.7760986328125,0.2,0.0751611515879631,0.06936585158109665,2836.7699545023897,0.20576685855263158,10,10.0,10,9,9
48,0006,6,f,KATE LIKES LAMB,1.0,81.81818181818181,2.2,3,3,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,-0.4352213442325592,0.0,0.6333333333333334,0.0,0.0,0,0.8037109375,0.0,0.045046769082546234,0.046458419412374496,2865.494955172687,0.2169942652925532,9,10.0,9,9,9
49,0006,6,f,MARK GOT SOME NOODLES,1.0,117.07317073170732,2.05,4,4,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,-0.48193359375,0.0,0.45999999999999996,0.0,0.0,0,0.917724609375,0.0,0.06893684715032578,0.06822717934846878,2789.204004920764,0.234594452247191,10,10.0,9,9,9
50,0006,6,f,TOM LIKES THE OLD SWEATER,0.8,118.11023622047244,2.54,5,5,4,0,1,0,0,0.0,0.2,0.0,0.0,0.2,0,1.0,1.0,-0.4254261472008445,0.6534912423202521,0.44800000000000006,0.0,0.0,0,0.9182942708333334,0.0,0.06998459994792938,0.06216549873352051,2950.053417955305,0.249677734375,10,10.0,9,9,9
51,0006,6,f,BOB NEEDS NEW BOOTS,1.0,111.62790697674419,2.15,4,4,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,-0.4243164174258709,0.0,0.44499999999999995,0.0,0.0,0,0.85107421875,0.25,0.06290450692176819,0.06854207813739777,2752.7158502313555,0.22551912006578947,10,10.0,10,9,9
52,0006,6,f,TOM CAN SEE THE MOTOR CYCLE,0.6666666666666666,137.61467889908255,2.18,6,5,4,1,1,0,0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.3333333333333333,-1,0.8333333333333334,1.0,-0.4294704861111111,0.6508536395364026,0.37600000000000006,0.0,0.0,0,0.9509765625,0.0,0.07247044146060944,0.06128813698887825,2728.2530213327614,0.2194558323019802,10,10.0,10,9,9
53,0006,6,f,HE LEFT THE FRUIT STAND,1.0,123.45679012345678,2.43,5,5,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,-0.4700520833333333,0.0,0.43200000000000005,0.0,0.0,0,0.885009765625,0.2,0.07065810263156891,0.07095438987016678,3300.0342720072017,0.3057162090412621,10,10.0,9,8,9
54,0006,6,f,LET'S GO TO THE GYM,1.0,168.53932584269663,1.78,5,5,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,-0.27695312798023225,0.0,0.308,0.0,0.0,0,0.98203125,0.0,0.07438361644744873,0.07850302010774612,2642.1110938098805,0.2087497463474026,10,10.0,9,8,9
55,0006,6,f,SO MARK WHEN TO THE PET SHOP,0.8571428571428571,184.21052631578948,2.28,7,7,6,0,1,0,0,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0,1.0,1.0,-0.2269531309604645,0.7969581340771058,0.2828571428571428,0.0,0.0,0,0.798583984375,0.14285714285714285,0.06750199943780899,0.07094334810972214,2708.8964129887513,0.21137544297680413,10,10.0,10,9,9
56,0006,6,f,SO ALICE WENT ON TO VILLAGE,1.0,133.33333333333331,2.7,6,6,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,-0.446484375,0.0,0.4000000000000001,0.0,0.0,0,0.80419921875,0.16666666666666666,0.09829572588205338,0.07992644608020782,3053.0616579271446,0.265380859375,9,10.0,8,9,9
57,0006,6,f,NO THAT'S TOMATO,1.0,88.66995073891626,2.03,3,3,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,-0.427734375,0.0,0.49333333333333335,0.16999999999999998,0.33999999999999997,0,0.9051106770833334,0.0,0.04671411216259003,0.04800272732973099,2598.0040779621218,0.1870584690824468,10,10.0,9,9,9
58,0006,6,f,I'M NOT A ACTOR,0.75,134.0782122905028,1.79,4,4,3,0,1,0,0,0.0,0.25,0.0,0.0,0.25,0,1.0,1.0,-0.3326822916666667,0.7169979541981831,0.395,0.0,0.0,0,0.87542724609375,0.0,0.058058980852365494,0.05985786393284798,2208.333146222055,0.15400752314814814,9,10.0,9,8,9
59,0006,6,f,WHAT LOVELY CLEAN TEETH,1.0,104.80349344978166,2.29,4,4,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,-0.4948730692267418,0.0,0.52,0.0,0.0,0,0.921630859375,0.0,0.04001981019973755,0.04069661721587181,2362.224576166858,0.16124740911989796,9,10.0,9,8,9
60,0026,6,f,LAYLA LOVE BROWN,0.0,65.21739130434783,1.84,3,2,0,1,2,0,0,0.3333333333333333,0.6666666666666666,0.0,0.0,1.0,-1,0.6666666666666666,1.0,-0.6475694444444444,0.5233161812929532,0.8800000000000001,0.0,0.0,0,0.53759765625,1.0,0.029553864151239395,0.030805980786681175,2358.256036592284,0.1943359375,6,10.0,8,8,6
61,0026,6,f,ANDY CAN SEE THE HEN,0.8,114.06844106463879,2.63,5,5,4,0,1,0,0,0.0,0.2,0.0,0.0,0.2,0,1.0,1.0,-0.4583333333333333,0.6323366621862497,0.484,0.0,0.0,0,0.87265625,0.2,0.03828349709510803,0.03659287840127945,2198.594411873078,0.1598095703125,8,10.0,8,9,8
62,0026,6,f,JOHN IS GOING TO SEE COW,0.8333333333333334,140.625,2.56,6,6,5,0,1,0,0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0,1.0,1.0,-0.4761718690395355,0.6211567154646843,0.39666666666666667,0.0,0.0,0,0.8130289713541666,0.3333333333333333,0.033433087170124054,0.02783001773059368,2363.297600231114,0.19147393254950495,9,10.0,9,9,9
63,0026,6,f,ONE ONE ZERO EIGHT,0.0,109.0909090909091,2.2,4,4,0,0,4,0,0,0.0,1.0,0.0,0.0,1.0,0,1.0,1.0,-0.49888392857142855,0.6072079691450386,0.5150000000000001,0.0,0.0,0,0.662200927734375,0.5,0.04997250810265541,0.045872993767261505,1927.6135423503315,0.13458517323369565,8,10.0,9,9,8
64,0026,6,f,THREE ONE SEVEN NINE,0.0,107.62331838565022,2.23,4,4,0,0,4,0,0,0.0,1.0,0.0,0.0,1.0,0,1.0,1.0,-0.555859386920929,0.5735791229321334,0.49,0.0,0.0,0,0.7526741027832031,0.5,0.03950704634189606,0.036177847534418106,2206.486945147441,0.17668805803571427,9,10.0,9,9,8
65,0026,6,f,EIGHT ZERO SIX TWO,0.0,28.985507246376816,2.07,4,1,0,3,1,0,0,0.75,0.25,0.0,0.0,1.0,-3,0.25,1.0,-0.644140625,0.5251136177725301,1.9599999999999997,0.0,0.0,0,0.904052734375,0.0,0.034159548580646515,0.031631242483854294,2600.6242921751186,0.20731476814516128,9,10.0,9,9,9
66,0026,6,f,THREE ZERO EIGHT SEVEN,0.0,33.5195530726257,1.79,4,1,0,3,1,0,0,0.75,0.25,0.0,0.0,1.0,-3,0.25,1.0,-0.578125,0.5609491608144708,1.74,0.0,0.0,0,0.809814453125,0.0,0.04280218109488487,0.04097500443458557,2594.3113813034447,0.206317138671875,9,10.0,9,9,8
67,0026,6,f,ZERO EIGHT THREE ONE,0.0,120.6030150753769,1.99,4,4,0,0,4,0,0,0.0,1.0,0.0,0.0,1.0,0,1.0,1.0,-0.3732421785593033,0.6884984730836576,0.47000000000000003,0.0,0.0,0,0.774017333984375,0.25,0.047043874859809875,0.0420636422932148,2362.0810545091344,0.18971233603395063,9,10.0,9,9,9
68,0026,6,f,SIX EIGHT SIX SEVEN,0.0,86.95652173913044,2.76,4,4,0,0,4,0,0,0.0,1.0,0.0,0.0,1.0,0,1.0,1.0,-0.5046164989471436,0.6037370648360004,0.5249999999999999,0.17333333333333337,0.40000000000000013,0,0.833251953125,0.25,0.03930741176009178,0.0345025472342968,3193.1040705295763,0.28199362098623854,10,10.0,9,9,9
69,0026,6,f,TEDDY GIVES UP SHOOTING,1.0,94.48818897637796,2.54,4,4,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,-0.5268554538488388,0.0,0.575,0.0,0.0,0,0.80841064453125,0.25,0.047045473009347916,0.03949009254574776,2620.0546082817377,0.20572916666666666,7,10.0,8,8,7
70,0026,6,f,HE LIKES RACING,1.0,101.12359550561797,1.78,3,3,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,-0.2472330629825592,0.0,0.5333333333333333,0.0,0.0,0,0.9407552083333334,0.0,0.015232563018798828,0.014397614635527134,2515.1458620446897,0.20622173108552633,9,10.0,9,8,8
71,0026,6,f,DORA LIKES YOUR RED JEANS,1.0,116.27906976744185,2.58,5,5,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,-0.43281251192092896,0.0,0.488,0.0,0.0,0,0.879736328125,0.0,0.02494327910244465,0.02154550887644291,2356.676289128657,0.18872539813701922,8,10.0,9,8,8
72,0026,6,f,BOB LOVES THE NEW CLOTH,0.8,116.73151750972764,2.57,5,5,4,0,1,0,0,0.0,0.2,0.0,0.0,0.2,0,1.0,1.0,-0.4264322916666667,0.6528340663857328,0.492,0.0,0.0,0,0.9455078125,0.0,0.03251048922538757,0.030869606882333755,2372.7569842921225,0.18582727413366337,8,10.0,9,9,8
73,0026,6,f,JOHN NEEDS NEW T SHIRT,1.0,114.9425287356322,2.61,5,5,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,-0.5601562321186065,0.0,0.48,0.0,0.0,0,0.765966796875,0.2,0.016217634081840515,0.013751856051385403,2604.998079431337,0.21715156987028303,9,10.0,9,9,9
